,ID,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Education_Lvl,Age,Age_Group,AgeGroup_inSymbol,Income_Group,Active_Cust,Child_Status
1015,10634,Master,Married,59412,0,0,56,90,67,165,30,43,11,1,4,2,8,3,0,0,0,0,0,0,0,3,63,Elder,4,High,Active,Without Child
1016,7010,Master,Married,70924,0,0,41,635,114,254,132,152,76,1,6,6,7,3,0,0,1,0,0,0,0,3,49,Middle Age Adult,3,High,Active,Without Child
1017,8562,Graduation,Married,54165,0,0,72,127,4,73,15,6,11,1,2,1,7,2,0,0,0,0,0,0,0,2,44,Middle Age Adult,3,High,Active,Without Child
1018,3158,Graduation,Married,32300,1,0,1,13,3,6,6,5,6,1,1,0,3,8,0,0,0,0,0,0,0,2,40,Middle Age Adult,3,High,Active,With Child
1019,4436,Graduation,Single,20180,0,0,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,0,2,37,Adult,2,High,Active,Without Child
1020,5287,Graduation,Married,34961,1,0,77,45,2,26,4,1,1,3,3,1,3,7,0,0,0,0,0,0,0,2,41,Middle Age Adult,3,High,Active,With Child
1021,2445,PhD,Married,28440,1,0,87,38,1,24,0,0,0,1,2,0,3,8,0,0,0,0,0,0,0,3,39,Adult,2,High,Active,With Child
1022,6059,PhD,Married,64504,1,2,81,986,36,168,16,0,108,7,11,3,4,7,0,0,0,0,0,0,1,3,60,Elder,4,High,Active,With Child
1023,4550,Master,Married,33564,0,1,51,61,0,3,0,0,7,1,1,1,3,5,0,0,0,0,0,0,0,3,48,Middle Age Adult,3,High,Active,With Child
1024,4240,Graduation,Married,17345,1,0,79,4,9,16,17,0,12,2,2,1,2,8,0,0,0,0,0,0,0,2,34,Adult,2,High,Active,With Child
1025,8911,PhD,Married,56320,0,1,11,201,53,172,116,77,83,3,5,4,9,4,0,0,0,0,0,0,0,3,46,Middle Age Adult,3,High,Active,With Child
1026,3706,Graduation,Single,28647,1,0,54,19,8,29,0,12,26,1,2,2,2,7,1,0,0,0,0,0,1,2,35,Adult,2,High,Active,With Child
1027,3628,Basic,Single,15038,1,0,93,4,8,11,19,12,26,2,2,1,2,9,0,0,0,0,0,0,0,1,26,Adult,2,High,Passive,With Child
1028,10175,PhD,Single,32173,0,1,0,18,0,2,0,0,2,1,1,0,3,4,0,0,0,0,0,0,0,3,55,Middle Age Adult,3,High,Active,With Child
1029,8985,Master,Married,68316,0,1,54,806,80,161,120,11,33,5,10,7,10,6,0,0,0,0,0,0,0,3,48,Middle Age Adult,3,High,Active,With Child
1030,5204,Graduation,Married,74538,0,0,21,380,98,733,110,112,28,1,8,8,5,3,0,0,1,0,0,0,1,2,42,Middle Age Adult,3,High,Active,Without Child
1031,9220,Graduation,Single,91700,0,0,58,576,172,961,125,115,19,1,8,6,5,3,0,0,0,0,0,0,1,2,42,Middle Age Adult,3,High,Active,Without Child
1032,9888,Graduation,Married,68695,0,0,3,458,81,356,106,50,40,1,4,4,7,2,0,0,0,0,0,0,0,2,45,Middle Age Adult,3,High,Active,Without Child
1033,5263,Master,Married,31056,1,0,99,5,10,13,3,8,16,1,1,0,3,8,0,0,0,0,0,0,0,3,36,Adult,2,High,Passive,With Child
1034,1020,Graduation,Married,79593,0,0,70,350,60,568,110,133,145,1,5,6,7,2,0,0,1,0,0,0,0,2,41,Middle Age Adult,3,High,Active,Without Child
1035,9503,Graduation,Single,28071,0,0,65,39,33,130,41,26,44,2,5,1,5,8,0,0,0,0,0,0,0,2,32,Adult,2,High,Active,Without Child
1036,10613,PhD,Married,37334,1,1,44,26,1,16,2,2,15,4,3,0,4,4,0,0,0,0,0,0,0,3,56,Middle Age Adult,3,High,Active,With Child
1037,67,Master,Single,46423,1,1,6,68,0,16,0,0,8,3,2,0,4,7,0,0,0,0,0,0,0,3,41,Middle Age Adult,3,High,Active,With Child
1038,6019,PhD,Married,37126,1,0,9,45,3,9,4,4,7,1,1,2,2,6,1,0,0,0,0,0,1,3,43,Middle Age Adult,3,High,Active,With Child
1039,5863,Graduation,Married,47703,0,1,95,359,0,134,13,26,123,4,6,3,8,5,0,0,0,0,0,0,0,2,60,Elder,4,High,Passive,With Child
1040,3717,Graduation,Married,61180,0,1,70,403,24,29,6,24,218,2,5,5,6,3,1,0,0,0,0,0,0,2,55,Middle Age Adult,3,High,Active,With Child
1041,6730,Graduation,Married,38998,1,1,92,34,1,14,0,0,5,3,2,0,3,8,0,0,0,0,0,1,0,2,58,Middle Age Adult,3,High,Passive,With Child
1042,10749,Graduation,Single,8028,0,0,62,73,18,66,7,12,2,15,0,1,0,19,0,0,0,0,0,0,0,2,21,Adult,2,Upper Middle,Active,Without Child
1043,4998,Graduation,Married,76081,0,0,85,292,30,415,63,33,200,1,4,5,4,2,0,0,0,1,0,0,0,2,52,Middle Age Adult,3,High,Active,Without Child
1044,6287,Graduation,Married,34728,1,0,2,14,0,16,0,0,6,1,1,1,2,6,0,0,0,0,0,0,1,2,27,Adult,2,High,Active,With Child
1045,5985,Master,Single,33168,0,1,0,80,1,37,0,1,3,3,2,1,4,7,0,0,0,0,0,0,0,3,47,Middle Age Adult,3,High,Active,With Child
1046,4754,Master,Married,33585,0,1,91,30,11,33,13,6,29,1,2,0,4,4,0,0,0,0,0,0,0,3,47,Middle Age Adult,3,High,Passive,With Child
1047,4002,PhD,Married,77037,0,1,3,463,96,333,168,53,10,1,7,7,12,3,0,0,0,0,0,0,0,3,53,Middle Age Adult,3,High,Active,With Child
1048,8870,Graduation,Married,35196,1,0,68,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,0,1,2,28,Adult,2,High,Active,With Child
1049,966,Graduation,Married,44529,0,1,98,538,13,91,17,6,26,6,6,2,11,5,0,1,0,0,0,0,0,2,47,Middle Age Adult,3,High,Passive,With Child
1050,4767,Master,Married,70924,0,0,41,635,114,254,132,152,76,1,6,6,7,3,0,0,1,0,0,0,0,3,49,Middle Age Adult,3,High,Active,Without Child
1051,9725,PhD,Married,28764,1,1,16,8,0,3,0,0,1,1,1,0,2,8,1,0,0,0,0,0,0,3,48,Middle Age Adult,3,High,Active,With Child
1052,4475,PhD,Married,69098,0,0,82,1315,22,780,145,0,178,1,7,8,9,5,0,0,0,0,0,0,0,3,64,Elder,4,High,Active,Without Child
1053,5740,Master,Single,25959,1,1,1,4,2,12,7,5,26,2,1,2,2,6,0,0,0,0,0,0,1,3,43,Middle Age Adult,3,High,Active,With Child
1054,5731,Master,Married,27100,1,0,64,12,0,13,2,0,10,1,1,0,3,7,0,0,0,0,0,0,0,3,30,Adult,2,High,Active,With Child
1055,7290,Graduation,Single,70596,0,0,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,0,2,27,Adult,2,High,Active,Without Child
1056,3846,Graduation,Married,42557,0,1,98,192,5,53,0,5,15,4,6,1,4,8,0,0,0,0,0,0,0,2,38,Adult,2,High,Passive,With Child
1057,8104,PhD,Married,53312,0,0,32,241,0,12,0,0,25,1,5,1,5,7,0,0,0,0,0,0,0,3,62,Elder,4,High,Active,Without Child
1058,4507,Graduation,Single,72228,0,0,87,631,28,491,30,14,56,1,6,7,8,3,0,0,0,0,0,0,0,2,60,Elder,4,High,Active,Without Child
1059,11013,Graduation,Married,67605,0,0,84,336,28,282,184,54,54,1,2,8,6,1,0,0,0,0,0,0,0,2,26,Adult,2,High,Active,Without Child
1060,4491,Master,Married,62845,1,1,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,0,3,63,Elder,4,High,Active,With Child
1061,3759,Graduation,Married,65196,0,2,34,743,19,181,12,0,200,2,7,6,11,5,1,0,0,0,0,0,0,2,55,Middle Age Adult,3,High,Active,With Child
1062,1162,PhD,Single,42000,0,0,23,124,83,267,85,59,35,2,5,2,11,5,0,0,0,0,0,0,1,3,26,Adult,2,High,Active,Without Child
1063,2055,PhD,Single,35860,1,1,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,0,3,41,Middle Age Adult,3,High,Active,With Child
1064,10766,PhD,Married,65526,0,1,22,397,19,69,12,0,9,1,4,4,8,2,0,0,0,0,0,0,0,3,50,Middle Age Adult,3,High,Active,With Child
1065,4415,Graduation,Married,16860,1,1,19,10,4,4,3,3,14,3,1,1,3,7,0,0,0,0,0,0,0,2,51,Middle Age Adult,3,High,Active,With Child
1066,3005,Graduation,Single,83528,0,0,7,530,117,678,134,44,147,1,4,10,8,1,1,0,0,1,0,0,1,2,22,Adult,2,High,Active,Without Child
1067,2223,Master,Single,64176,0,1,52,1215,33,249,64,116,149,8,8,9,8,6,0,0,0,0,0,0,0,3,47,Middle Age Adult,3,High,Active,With Child
1068,4817,Graduation,Single,22304,0,0,91,3,2,7,0,4,2,1,1,0,2,8,0,0,0,0,0,0,0,2,56,Middle Age Adult,3,High,Passive,Without Child
1069,2875,Graduation,Married,67023,0,0,93,444,44,382,11,8,17,1,3,7,13,2,0,0,0,0,0,1,0,2,36,Adult,2,High,Passive,Without Child
1070,10536,PhD,Married,32892,1,0,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,0,3,43,Middle Age Adult,3,High,Active,With Child
1071,11112,Graduation,Married,70713,0,1,23,736,114,279,82,76,190,6,5,6,8,3,0,0,0,0,0,0,0,2,46,Middle Age Adult,3,High,Active,With Child
1072,3807,Graduation,Married,59925,0,1,83,473,21,176,19,21,56,3,9,2,9,6,0,0,0,0,0,0,0,2,57,Middle Age Adult,3,High,Active,With Child
1073,9197,Graduation,Married,39722,0,1,92,32,0,5,2,0,8,2,2,0,3,5,0,0,0,0,0,0,0,2,61,Elder,4,High,Passive,With Child
1074,10832,Graduation,Married,46610,0,0,4,288,10,30,4,10,125,1,6,1,6,6,0,0,0,0,0,0,0,2,55,Middle Age Adult,3,High,Active,Without Child
1075,6421,Graduation,Married,88347,0,0,32,1050,178,555,77,138,118,1,4,7,9,1,0,0,0,1,0,0,0,2,52,Middle Age Adult,3,High,Active,Without Child
1076,4207,PhD,Married,87171,0,0,27,1001,44,107,58,44,44,1,6,7,11,2,1,0,1,0,0,0,0,3,32,Adult,2,High,Active,Without Child
1077,577,Master,Married,26907,1,1,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,0,3,37,Adult,2,High,Active,With Child
1078,10855,Master,Single,50014,1,0,9,234,14,77,19,10,42,2,4,1,8,5,0,0,0,0,0,0,0,3,46,Middle Age Adult,3,High,Active,With Child
1079,3081,PhD,Married,41014,1,0,65,7,2,6,2,0,3,1,1,0,2,7,0,0,0,0,0,0,0,3,35,Adult,2,High,Active,With Child
1080,3535,Graduation,Single,66294,0,0,68,251,108,334,65,92,117,1,4,3,5,2,0,0,0,0,0,0,0,2,49,Middle Age Adult,3,High,Active,Without Child
1081,247,Graduation,Married,36715,1,0,16,172,10,125,21,13,16,6,7,2,4,9,0,0,0,0,0,0,1,2,41,Middle Age Adult,3,High,Active,With Child
1082,8707,Graduation,Married,79456,0,0,12,565,42,548,64,83,99,1,5,6,4,3,0,0,0,0,0,0,1,2,56,Middle Age Adult,3,High,Active,Without Child
1083,9523,Graduation,Married,40479,1,0,95,5,0,8,2,0,0,1,0,0,3,4,0,0,0,0,0,0,0,2,31,Adult,2,High,Passive,With Child
1084,6072,Master,Single,75345,0,0,16,918,57,842,99,38,133,1,5,8,6,3,0,0,0,1,0,0,1,3,43,Middle Age Adult,3,High,Active,Without Child
1085,6295,Graduation,Married,54233,0,1,46,652,8,158,21,0,142,4,11,6,5,8,0,0,0,0,0,0,0,2,36,Adult,2,High,Active,With Child
1086,10914,Graduation,Single,24163,1,1,3,4,1,7,2,1,2,2,1,0,3,4,0,0,0,0,0,0,0,2,43,Middle Age Adult,3,High,Active,With Child
1087,1509,PhD,Married,84460,0,0,80,152,27,103,106,54,81,0,9,9,4,5,0,1,1,1,1,0,1,3,55,Middle Age Adult,3,High,Active,Without Child
1088,5577,Graduation,Married,43776,1,0,77,8,0,9,2,1,3,1,1,0,2,6,0,0,0,0,0,0,0,2,31,Adult,2,High,Active,With Child
1089,7348,PhD,Single,71691,0,0,0,336,130,411,240,32,43,1,4,7,5,2,0,0,0,0,0,0,1,3,56,Middle Age Adult,3,High,Active,Without Child
1090,1127,PhD,Married,85844,0,0,62,938,19,843,25,95,38,1,6,6,7,2,0,0,1,0,0,0,0,3,41,Middle Age Adult,3,High,Active,Without Child
1091,1833,PhD,Single,39190,1,0,91,68,8,18,19,8,12,2,2,1,4,5,0,0,0,0,0,0,0,3,40,Middle Age Adult,3,High,Passive,With Child
1092,4944,Graduation,Married,71367,0,0,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0,2,54,Middle Age Adult,3,High,Active,Without Child
1093,9080,PhD,Single,38578,1,1,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,0,3,41,Middle Age Adult,3,High,Active,With Child
1094,6466,PhD,Married,57236,1,1,22,105,0,9,2,1,4,3,2,1,4,3,0,0,0,0,0,0,0,3,49,Middle Age Adult,3,High,Active,With Child
1095,9964,Graduation,Single,61825,0,1,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,2,34,Adult,2,High,Active,With Child
1096,4790,Graduation,Single,79803,0,1,54,574,8,216,21,16,33,1,4,3,5,1,0,0,0,0,0,0,0,2,56,Middle Age Adult,3,High,Active,With Child
1097,10245,Master,Single,80910,0,0,71,160,80,369,67,39,41,1,3,3,8,1,0,0,0,0,0,0,0,3,26,Adult,2,High,Active,Without Child
1098,1109,Master,Married,27590,1,0,38,6,0,5,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,3,31,Adult,2,High,Active,With Child
1099,6001,Graduation,Married,56775,0,1,62,614,35,160,58,35,35,2,5,8,10,5,0,0,0,0,0,0,0,2,34,Adult,2,High,Active,With Child
1100,5538,Graduation,Single,83829,0,0,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,1,2,38,Adult,2,High,Active,Without Child
1101,10552,Master,Married,54210,0,1,18,70,54,109,80,9,45,2,4,1,7,5,0,0,0,0,0,0,0,3,34,Adult,2,High,Active,With Child
1102,1545,Graduation,Married,38508,1,0,95,120,19,206,25,19,54,6,7,2,5,8,0,0,0,0,0,0,0,2,27,Adult,2,High,Passive,With Child
1103,7409,Graduation,Married,53187,1,0,66,211,2,30,7,7,10,2,4,1,6,5,0,0,0,0,0,0,0,2,43,Middle Age Adult,3,High,Active,With Child
1104,4444,Graduation,Married,30023,1,0,28,11,0,16,7,6,21,1,2,0,3,8,0,0,0,0,0,0,0,2,42,Middle Age Adult,3,High,Active,With Child
1105,146,PhD,Single,76045,0,0,78,760,53,400,17,93,0,1,4,5,11,2,0,0,0,1,0,0,0,3,53,Middle Age Adult,3,High,Active,Without Child
1106,6271,PhD,Married,50870,0,1,13,53,0,8,0,0,2,1,2,0,3,5,0,0,0,0,0,0,0,3,62,Elder,4,High,Active,With Child
1107,10065,Master,Married,15315,0,0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,3,43,Middle Age Adult,3,High,Active,Without Child
1108,4741,Master,Married,65463,1,0,17,391,32,70,21,32,16,2,6,2,9,5,0,1,0,0,0,0,0,3,40,Middle Age Adult,3,High,Active,With Child
1109,246,Graduation,Married,66480,1,1,71,199,9,57,20,21,6,7,4,1,7,4,0,0,0,0,0,0,0,2,49,Middle Age Adult,3,High,Active,With Child
1110,375,Graduation,Single,76773,0,0,79,516,56,449,86,33,16,1,2,2,11,1,0,0,0,0,0,0,0,2,59,Middle Age Adult,3,High,Active,Without Child
1111,1524,Master,Single,81698,0,0,1,709,45,115,30,160,45,1,8,2,5,5,0,0,0,1,0,0,1,3,30,Adult,2,High,Active,Without Child
1112,10022,PhD,Single,54466,1,1,78,12,0,4,0,0,0,1,1,0,2,5,0,0,0,0,0,0,0,3,41,Middle Age Adult,3,High,Active,With Child
1113,7451,Master,Single,98777,0,0,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,3,54,Middle Age Adult,3,High,Active,Without Child
1114,11010,PhD,Single,16269,1,0,75,19,3,18,3,1,0,3,3,0,3,8,0,0,0,0,0,0,0,3,29,Adult,2,High,Active,With Child
1115,4356,Graduation,Married,71819,0,1,70,1224,28,140,0,14,168,3,3,3,5,6,0,1,1,0,0,0,0,2,42,Middle Age Adult,3,High,Active,With Child
1116,3885,PhD,Married,33569,1,0,10,16,2,18,3,0,24,1,1,1,2,8,1,0,0,0,0,0,1,3,30,Adult,2,High,Active,With Child
1117,1175,Master,Married,36262,0,0,24,88,39,54,64,28,153,1,3,5,3,6,1,0,0,0,0,0,1,3,30,Adult,2,High,Active,Without Child
1118,880,Basic,Married,22634,0,0,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,0,1,47,Middle Age Adult,3,High,Active,Without Child
1119,2320,Master,Married,47025,0,1,98,508,11,59,23,5,29,5,11,1,6,9,0,0,0,0,0,0,0,3,35,Adult,2,High,Passive,With Child
1120,850,Graduation,Single,70566,0,1,4,381,28,215,84,28,21,2,6,5,9,3,0,0,0,0,0,0,0,2,45,Middle Age Adult,3,High,Active,With Child
1121,4713,PhD,Married,31605,1,0,15,74,0,42,2,1,6,2,2,1,4,7,0,0,0,0,0,0,0,3,33,Adult,2,High,Active,With Child
1122,675,Master,Single,52034,1,1,67,146,0,93,7,13,73,5,4,2,5,7,0,0,0,0,0,0,0,3,40,Middle Age Adult,3,High,Active,With Child
1123,5025,Graduation,Single,48526,1,0,32,23,17,23,43,20,9,1,2,1,4,3,0,0,0,0,0,0,0,2,34,Adult,2,High,Active,With Child
1124,2308,Graduation,Married,46734,0,1,40,110,5,137,26,23,29,2,6,1,5,7,0,0,0,0,0,0,0,2,58,Middle Age Adult,3,High,Active,With Child
1125,5995,Graduation,Single,39552,1,1,54,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,0,1,2,50,Middle Age Adult,3,High,Active,With Child
1126,6749,Graduation,Single,86358,1,1,78,957,47,494,82,47,95,4,5,3,6,8,0,0,0,0,0,0,0,2,46,Middle Age Adult,3,High,Active,With Child
1127,1010,Graduation,Married,46931,2,1,94,41,0,17,3,1,16,2,1,1,3,3,0,0,0,0,0,0,0,2,37,Adult,2,High,Passive,With Child
1128,8977,Basic,Single,16581,0,0,51,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,0,1,28,Adult,2,High,Active,Without Child
1129,4756,Master,Single,63998,0,0,42,176,29,818,0,33,112,1,7,6,11,4,0,0,0,0,0,0,1,3,61,Elder,4,High,Active,Without Child
1130,3412,Master,Married,67381,0,1,67,815,8,53,11,0,70,4,2,2,9,7,0,1,0,0,0,0,0,3,62,Elder,4,High,Active,With Child
1131,606,Graduation,Single,25930,1,1,87,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,2,46,Middle Age Adult,3,High,Active,With Child
1132,5961,Graduation,Married,42693,1,0,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,0,2,36,Adult,2,High,Active,With Child
1133,2975,Graduation,Married,85606,0,1,89,717,42,864,219,30,84,2,6,7,9,3,0,0,0,1,0,0,0,2,36,Adult,2,High,Active,With Child
1134,2894,Graduation,Single,72903,0,0,74,1067,138,750,0,19,39,1,7,5,8,4,0,1,1,1,0,0,1,2,28,Adult,2,High,Active,Without Child
1135,7613,Master,Married,49669,1,0,97,166,5,107,11,8,29,2,5,1,6,6,0,0,0,0,0,0,0,3,40,Middle Age Adult,3,High,Passive,With Child
1136,10542,PhD,Married,36778,1,1,63,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,0,3,44,Middle Age Adult,3,High,Active,With Child
1137,8015,PhD,Single,85696,0,0,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,1,3,51,Middle Age Adult,3,High,Active,Without Child
1138,10617,Master,Single,10979,0,0,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,0,3,25,Adult,2,Upper Middle,Active,Without Child
1139,11166,Graduation,Married,49678,0,1,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,0,2,52,Middle Age Adult,3,High,Active,With Child
1140,849,Master,Married,56129,0,1,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,0,3,60,Elder,4,High,Active,With Child
1141,523,Graduation,Married,37155,1,0,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,0,2,24,Adult,2,High,Active,With Child
1142,4066,Master,Single,21282,1,0,76,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,0,3,36,Adult,2,High,Active,With Child
1143,8414,PhD,Single,33419,0,1,76,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,0,3,51,Middle Age Adult,3,High,Active,With Child
1144,819,Graduation,Single,63285,0,0,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,0,2,68,Elder,4,High,Active,Without Child
1145,4961,Master,Married,21255,1,0,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,0,3,40,Middle Age Adult,3,High,Active,With Child
1146,749,Graduation,Married,42162,1,0,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,0,1,2,32,Adult,2,High,Active,With Child
1147,5430,Graduation,Married,54450,1,1,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,2,56,Middle Age Adult,3,High,Active,With Child
1148,7755,PhD,Married,57744,0,1,91,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,0,3,59,Middle Age Adult,3,High,Passive,With Child
1149,10525,Graduation,Single,26576,1,0,40,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,0,1,2,26,Adult,2,High,Active,With Child
1150,1453,PhD,Single,57513,0,0,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,0,3,70,Elder,4,High,Active,Without Child
1151,8310,Graduation,Married,68142,0,1,96,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,0,2,48,Middle Age Adult,3,High,Passive,With Child
1152,10710,Graduation,Married,7500,0,1,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,0,2,33,Adult,2,Upper Middle,Active,With Child
1153,5031,Graduation,Married,83145,0,0,14,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,0,1,2,38,Adult,2,High,Active,Without Child
1154,2613,Master,Married,54197,0,1,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,0,3,54,Middle Age Adult,3,High,Active,With Child
1155,213,PhD,Single,23091,1,1,98,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,0,3,51,Middle Age Adult,3,High,Passive,With Child
1156,967,Graduation,Married,46049,1,1,11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,0,1,2,37,Adult,2,High,Active,With Child
1157,1077,Graduation,Married,56715,0,0,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,0,2,38,Adult,2,High,Active,Without Child
1158,7959,Graduation,Married,79410,0,0,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,0,2,53,Middle Age Adult,3,High,Active,Without Child
1159,640,Graduation,Married,57304,0,1,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,0,2,62,Elder,4,High,Active,With Child
1160,4252,Graduation,Married,44375,0,1,73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,0,2,49,Middle Age Adult,3,High,Active,With Child
1161,8432,Graduation,Married,54450,1,1,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,2,56,Middle Age Adult,3,High,Active,With Child
1162,6218,Graduation,Married,59594,0,1,74,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,0,2,47,Middle Age Adult,3,High,Active,With Child
1163,6905,Graduation,Married,80685,0,0,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,0,2,18,Teen,1,High,Active,Without Child
1164,5922,PhD,Married,40344,0,1,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,0,3,39,Adult,2,High,Active,With Child
1165,3598,Graduation,Married,62710,0,1,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,0,2,41,Middle Age Adult,3,High,Active,With Child
1166,6116,Master,Married,48985,0,1,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,0,3,45,Middle Age Adult,3,High,Active,With Child
1167,6263,Graduation,Married,35322,1,2,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,0,2,44,Middle Age Adult,3,High,Active,With Child
1168,10486,Graduation,Married,77142,0,0,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,0,2,65,Elder,4,High,Active,Without Child
1169,2410,Graduation,Single,81657,0,0,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,0,2,45,Middle Age Adult,3,High,Active,Without Child
1170,193,Basic,Married,14421,0,0,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,0,1,18,Teen,1,High,Active,Without Child
1171,3363,Master,Married,20130,0,0,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0,3,40,Middle Age Adult,3,High,Passive,Without Child
1172,8278,PhD,Married,74214,0,0,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,0,3,22,Adult,2,High,Active,Without Child
1173,10660,Master,Married,66726,1,1,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,0,3,57,Middle Age Adult,3,High,Active,With Child
1174,8686,Basic,Married,23724,1,0,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,0,1,34,Adult,2,High,Active,With Child
1175,1604,Master,Married,47353,0,1,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,0,3,53,Middle Age Adult,3,High,Passive,With Child
1176,5907,Master,Married,33444,1,1,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,3,60,Elder,4,High,Active,With Child
1177,10669,Graduation,Married,54386,0,1,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,0,2,32,Adult,2,High,Active,With Child
1178,2918,Graduation,Single,28510,1,1,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,0,2,32,Adult,2,High,Active,With Child
1179,5735,Master,Single,90638,0,0,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,0,3,23,Adult,2,High,Active,Without Child
1180,359,Graduation,Married,48070,0,1,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,0,2,63,Elder,4,High,Active,With Child
1181,8387,Graduation,Married,43140,0,1,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,0,2,56,Middle Age Adult,3,High,Active,With Child
1182,1829,PhD,Single,54959,0,1,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,0,1,3,52,Middle Age Adult,3,High,Active,With Child
1183,3839,Basic,Single,15056,1,1,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,0,1,55,Middle Age Adult,3,High,Active,With Child
1184,9392,Graduation,Single,26954,1,0,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,2,43,Middle Age Adult,3,High,Active,With Child
1185,2292,Graduation,Single,22327,1,0,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,0,2,28,Adult,2,High,Passive,With Child
